Source,Time,Line
May 16–21,May 21 00:24:45,"May 21 00:24:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:25:05,May 21 00:25:05 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:25:05,May 21 00:25:05 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:25:15,"May 21 00:25:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:25:17,May 21 00:25:17 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 16–21,May 21 00:25:45,"May 21 00:25:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:26:12,May 21 00:26:12 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:26:12,May 21 00:26:12 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:26:15,"May 21 00:26:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:26:45,"May 21 00:26:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:27:15,"May 21 00:27:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:27:40,May 21 00:27:40 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:27:40,May 21 00:27:40 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:27:45,"May 21 00:27:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:27:47,May 21 00:27:47 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 16–21,May 21 00:28:15,"May 21 00:28:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:28:45,"May 21 00:28:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:29:15,"May 21 00:29:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:29:45,"May 21 00:29:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:29:51,May 21 00:29:51 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:29:51,May 21 00:29:51 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:30:15,"May 21 00:30:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:30:45,"May 21 00:30:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:31:02,May 21 00:31:02 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:31:02,May 21 00:31:02 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:31:15,"May 21 00:31:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:31:45,"May 21 00:31:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:32:15,"May 21 00:32:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:32:17,May 21 00:32:17 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 16–21,May 21 00:32:31,May 21 00:32:31 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:32:31,May 21 00:32:31 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:32:45,"May 21 00:32:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:33:15,"May 21 00:33:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:33:45,"May 21 00:33:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:34:15,"May 21 00:34:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:34:44,May 21 00:34:44 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:34:44,May 21 00:34:44 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:34:45,"May 21 00:34:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:35:15,"May 21 00:35:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:35:45,"May 21 00:35:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:36:15,"May 21 00:36:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:36:35,May 21 00:36:35 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:36:35,May 21 00:36:35 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:36:45,"May 21 00:36:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:37:15,"May 21 00:37:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:37:45,"May 21 00:37:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:37:47,May 21 00:37:47 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:37:47,May 21 00:37:47 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:38:15,"May 21 00:38:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:38:45,"May 21 00:38:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:39:12,May 21 00:39:12 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:39:12,May 21 00:39:12 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:39:15,"May 21 00:39:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:39:45,"May 21 00:39:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:40:15,"May 21 00:40:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:40:38,May 21 00:40:38 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:40:38,May 21 00:40:38 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:40:45,"May 21 00:40:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:41:15,"May 21 00:41:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:41:45,"May 21 00:41:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:41:46,May 21 00:41:46 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:41:46,May 21 00:41:46 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:42:15,"May 21 00:42:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:42:45,"May 21 00:42:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:43:15,"May 21 00:43:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:43:45,"May 21 00:43:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:44:15,"May 21 00:44:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:44:45,"May 21 00:44:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:44:46,May 21 00:44:46 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:44:46,May 21 00:44:46 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:45:15,"May 21 00:45:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:45:45,"May 21 00:45:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:46:15,"May 21 00:46:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:46:45,"May 21 00:46:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:47:15,"May 21 00:47:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:47:45,"May 21 00:47:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:48:15,"May 21 00:48:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:48:45,"May 21 00:48:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:49:15,"May 21 00:49:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:49:45,"May 21 00:49:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:50:15,"May 21 00:50:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:50:45,"May 21 00:50:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:51:15,"May 21 00:51:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:51:22,May 21 00:51:22 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:51:22,May 21 00:51:22 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:51:45,"May 21 00:51:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:52:01,May 21 00:52:01 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 16–21,May 21 00:52:15,"May 21 00:52:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:52:45,"May 21 00:52:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:53:15,"May 21 00:53:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:53:45,"May 21 00:53:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:54:15,"May 21 00:54:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:54:20,May 21 00:54:20 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:54:20,May 21 00:54:20 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:54:45,"May 21 00:54:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:55:15,"May 21 00:55:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:55:45,"May 21 00:55:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:56:02,May 21 00:56:02 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 524288
May 16–21,May 21 00:56:15,"May 21 00:56:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:56:21,May 21 00:56:21 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:56:21,May 21 00:56:21 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:56:45,"May 21 00:56:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:57:15,"May 21 00:57:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:57:45,"May 21 00:57:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:58:15,"May 21 00:58:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:58:40,May 21 00:58:40 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 00:58:40,May 21 00:58:40 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 00:58:45,"May 21 00:58:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:59:15,"May 21 00:59:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 00:59:45,"May 21 00:59:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:00:15,"May 21 01:00:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:00:21,May 21 01:00:21 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:00:21,May 21 01:00:21 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:00:45,"May 21 01:00:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:01:15,"May 21 01:01:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:01:45,"May 21 01:01:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:02:15,"May 21 01:02:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:02:25,May 21 01:02:25 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:02:25,May 21 01:02:25 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:02:45,"May 21 01:02:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:03:15,"May 21 01:03:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:03:45,"May 21 01:03:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:04:15,"May 21 01:04:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:04:45,"May 21 01:04:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:04:52,May 21 01:04:52 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:04:52,May 21 01:04:52 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:05:15,"May 21 01:05:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:05:45,"May 21 01:05:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:06:15,"May 21 01:06:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:06:19,May 21 01:06:19 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:06:19,May 21 01:06:19 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:06:45,"May 21 01:06:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:07:15,"May 21 01:07:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:07:42,May 21 01:07:42 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:07:42,May 21 01:07:42 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:07:45,"May 21 01:07:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:08:15,"May 21 01:08:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:08:45,"May 21 01:08:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:08:55,May 21 01:08:55 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:08:55,May 21 01:08:55 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:09:15,"May 21 01:09:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:09:45,"May 21 01:09:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:10:15,"May 21 01:10:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:10:24,May 21 01:10:24 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:10:24,May 21 01:10:24 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:10:45,"May 21 01:10:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:11:15,"May 21 01:11:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:11:45,"May 21 01:11:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:12:15,"May 21 01:12:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:12:45,"May 21 01:12:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:13:15,"May 21 01:13:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:13:45,"May 21 01:13:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:14:15,"May 21 01:14:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:14:45,"May 21 01:14:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:14:55,May 21 01:14:55 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:14:55,May 21 01:14:55 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:15:15,"May 21 01:15:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:15:45,"May 21 01:15:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:16:15,"May 21 01:16:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:16:45,"May 21 01:16:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:17:15,"May 21 01:17:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:17:45,"May 21 01:17:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:17:56,May 21 01:17:56 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:17:56,May 21 01:17:56 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:18:15,"May 21 01:18:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:18:45,"May 21 01:18:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:19:15,"May 21 01:19:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:19:45,"May 21 01:19:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:20:15,"May 21 01:20:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:20:25,May 21 01:20:25 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:20:25,May 21 01:20:25 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:20:45,"May 21 01:20:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:21:15,"May 21 01:21:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:21:45,"May 21 01:21:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:21:48,May 21 01:21:48 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:21:48,May 21 01:21:48 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:22:15,"May 21 01:22:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:22:45,"May 21 01:22:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:23:15,"May 21 01:23:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:23:45,"May 21 01:23:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:24:15,"May 21 01:24:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:24:45,"May 21 01:24:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:25:15,"May 21 01:25:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:25:45,"May 21 01:25:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:26:15,"May 21 01:26:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:26:45,"May 21 01:26:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:27:15,"May 21 01:27:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:27:45,"May 21 01:27:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:27:47,May 21 01:27:47 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:27:47,May 21 01:27:47 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:28:15,"May 21 01:28:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:28:45,"May 21 01:28:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:28:59,May 21 01:28:59 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:28:59,May 21 01:28:59 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:29:15,"May 21 01:29:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:29:38,May 21 01:29:38 Antminer local0.notice cgminer[1403]: Pool 0 difficulty changed to 262144
May 16–21,May 21 01:29:45,"May 21 01:29:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:30:15,"May 21 01:30:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:30:45,"May 21 01:30:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:31:15,"May 21 01:31:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:31:45,"May 21 01:31:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:32:15,"May 21 01:32:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:32:45,"May 21 01:32:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:33:15,"May 21 01:33:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:33:45,"May 21 01:33:45 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
May 16–21,May 21 01:33:57,May 21 01:33:57 Antminer local0.notice cgminer[1403]: Pool 0 extranonce change requested
May 16–21,May 21 01:33:57,May 21 01:33:57 Antminer local0.notice cgminer[1403]: Stratum from pool 0 requested work restart
May 16–21,May 21 01:34:15,"May 21 01:34:15 Antminer local0.warn cgminer[1403]: No Stratum, GBT or Solo support in pool 2  unable to use"
